992 855 779 680 582 490 387 303
994 874 762 677 588 469 381 290
994 888 796 709 596 522 433 310
994 903 811 704 608 508 414 327 217
994 910 816 724 620 532 435 317
994 907 811 726 627 523 430 325 218
994 885 798 704 598 502 386 323
